Strategy,Total Return (%),CAGR (% a.a.),Sharpe Ratio,Sortino Ratio,Max Drawdown (%),Calmar Ratio,Total Trades,Win Rate (%),Profit Factor,Payoff Ratio,Avg Trade Return (%),Expectancy (R$)
Buy_Hold_IBOV,123.45672709440731,10.076423994941376,0.5372437253197615,0.8303195044707213,-46.815808848136,0.21523549935082611,0,0.0,0.0,0.0,0.0,0.0
EMA_Crossover,-25.497897097200095,-3.454573436390096,-0.13782423544360442,-0.2141690012819289,-47.71499488560288,-0.07240016361046389,836,44.85645933014354,0.8908859778711942,1.0951958287963213,-0.09164034924558413,-41.016951305515626
Bollinger_Bands,48.096188092943784,4.80207932697676,0.3565167112388834,0.48156663379229475,-42.12213141223423,0.11400371173007671,276,53.62318840579711,0.9703201560567235,0.8391958106436528,0.08566971087262099,-20.57434163604121
Rsi2_Connors,-21.651590178459013,-2.872350359268405,-0.0629858765516324,-0.08446453238299594,-53.48152344451038,-0.05370733992363933,987,59.57446808510638,0.9248077430236631,0.6275481113374857,-0.04304525092806515,-32.30848983292169
Donchian_Breakout,-28.402648539059793,-3.912083871707428,-0.14270028931842826,-0.23022903861337088,-47.78377652858782,-0.08187054594495953,900,48.11111111111111,0.9380835452058779,1.0117436850141917,-0.046197732268918296,-29.162621645530454
B3_RAVTH,88.350520640493,7.855491082451516,1.2198465141967911,1.9523660335268025,-6.369336044036945,1.233329663898944,285,62.10526315789474,0.9655899590782813,0.5891735343528496,0.15756640603647684,-17.20072990052546
